,Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
347,348,2020-03-25,6:00 PM,Karnataka,41,0,3,1,41
348,349,2020-03-25,6:00 PM,Kerala,101,8,4,0,109
349,350,2020-03-25,6:00 PM,Madhya Pradesh,14,0,0,0,14
350,351,2020-03-25,6:00 PM,Maharashtra,125,3,1,3,128
351,352,2020-03-25,6:00 PM,Manipur,1,0,0,0,1
352,353,2020-03-25,6:00 PM,Mizoram,1,0,0,0,1
353,354,2020-03-25,6:00 PM,Odisha,2,0,0,0,2
354,355,2020-03-25,6:00 PM,Puducherry,1,0,0,0,1
355,356,2020-03-25,6:00 PM,Punjab,29,0,0,1,29
356,357,2020-03-25,6:00 PM,Rajasthan,34,2,3,0,36
357,358,2020-03-25,6:00 PM,Tamil Nadu,16,2,1,0,18
358,359,2020-03-25,6:00 PM,Telengana,25,10,1,0,35
359,360,2020-03-25,6:00 PM,Chandigarh,7,0,0,0,7
360,361,2020-03-25,6:00 PM,Jammu and Kashmir,7,0,1,0,7
361,362,2020-03-25,6:00 PM,Ladakh,13,0,0,0,13
362,363,2020-03-25,6:00 PM,Uttar Pradesh,36,1,11,0,37
363,364,2020-03-25,6:00 PM,Uttarakhand,3,1,0,0,4
364,365,2020-03-25,6:00 PM,West Bengal,9,0,0,1,9
365,366,2020-03-26,6:00 PM,Andaman and Nicobar Islands,1,0,0,0,1
366,367,2020-03-26,6:00 PM,Andhra Pradesh,11,0,1,0,11
367,368,2020-03-26,6:00 PM,Bihar,6,0,0,1,6
368,369,2020-03-26,6:00 PM,Chandigarh,7,0,0,0,7
369,370,2020-03-26,6:00 PM,Chhattisgarh,6,0,0,0,6
370,371,2020-03-26,6:00 PM,Delhi,35,1,6,1,36
371,372,2020-03-26,6:00 PM,Goa,3,0,0,0,3
372,373,2020-03-26,6:00 PM,Gujarat,42,1,0,3,43
373,374,2020-03-26,6:00 PM,Haryana,16,14,11,0,30
374,375,2020-03-26,6:00 PM,Himachal Pradesh,3,0,0,1,3
375,376,2020-03-26,6:00 PM,Jammu and Kashmir,13,0,1,0,13
376,377,2020-03-26,6:00 PM,Karnataka,55,0,3,2,55
377,378,2020-03-26,6:00 PM,Kerala,110,8,6,0,118
378,379,2020-03-26,6:00 PM,Ladakh,13,0,0,0,13
379,380,2020-03-26,6:00 PM,Madhya Pradesh,20,0,0,1,20
380,381,2020-03-26,6:00 PM,Maharashtra,121,3,1,3,124
381,382,2020-03-26,6:00 PM,Manipur,1,0,0,0,1
382,383,2020-03-26,6:00 PM,Mizoram,1,0,0,0,1
383,384,2020-03-26,6:00 PM,Odisha,2,0,0,0,2
384,385,2020-03-26,6:00 PM,Puducherry,1,0,0,0,1
385,386,2020-03-26,6:00 PM,Punjab,33,0,0,1,33
386,387,2020-03-26,6:00 PM,Rajasthan,39,2,3,0,41
387,388,2020-03-26,6:00 PM,Tamil Nadu,20,6,1,1,26
388,389,2020-03-26,6:00 PM,Telengana,34,10,1,0,44
389,390,2020-03-26,6:00 PM,Uttarakhand,4,1,0,0,5
390,391,2020-03-26,6:00 PM,Uttar Pradesh,40,1,11,0,41
391,392,2020-03-26,6:00 PM,West Bengal,10,0,0,1,10
392,393,2020-03-27,10:00 AM,Andaman and Nicobar Islands,1,0,0,0,1
393,394,2020-03-27,10:00 AM,Andhra Pradesh,12,0,1,0,12
394,395,2020-03-27,10:00 AM,Bihar,6,0,0,1,6
395,396,2020-03-27,10:00 AM,Chandigarh,7,0,0,0,7
396,397,2020-03-27,10:00 AM,Chhattisgarh,6,0,0,0,6
397,398,2020-03-27,10:00 AM,Delhi,35,1,6,1,36
398,399,2020-03-27,10:00 AM,Goa,3,0,0,0,3
399,400,2020-03-27,10:00 AM,Gujarat,42,1,0,3,43
400,401,2020-03-27,10:00 AM,Haryana,16,14,11,0,30
401,402,2020-03-27,10:00 AM,Himachal Pradesh,3,0,0,1,3
402,403,2020-03-27,10:00 AM,Jammu and Kashmir,13,0,1,1,13
403,404,2020-03-27,10:00 AM,Karnataka,55,0,3,2,55
404,405,2020-03-27,10:00 AM,Kerala,129,8,11,0,137
405,406,2020-03-27,10:00 AM,Ladakh,13,0,3,0,13
406,407,2020-03-27,10:00 AM,Madhya Pradesh,20,0,0,1,20
407,408,2020-03-27,10:00 AM,Maharashtra,127,3,15,4,130
408,409,2020-03-27,10:00 AM,Manipur,1,0,0,0,1
409,410,2020-03-27,10:00 AM,Mizoram,1,0,0,0,1
410,411,2020-03-27,10:00 AM,Odisha,2,0,0,0,2
411,412,2020-03-27,10:00 AM,Puducherry,1,0,0,0,1
412,413,2020-03-27,10:00 AM,Punjab,33,0,0,1,33
413,414,2020-03-27,10:00 AM,Rajasthan,39,2,3,0,41
414,415,2020-03-27,10:00 AM,Tamil Nadu,23,6,1,1,29
415,416,2020-03-27,10:00 AM,Telengana,35,10,1,0,45
416,417,2020-03-27,10:00 AM,Uttarakhand,4,1,0,0,5
417,418,2020-03-27,10:00 AM,Uttar Pradesh,40,1,11,0,41
418,419,2020-03-27,10:00 AM,West Bengal,10,0,0,1,10
419,420,2020-03-28,6:00 PM,Andhra Pradesh,14,0,1,0,14
420,421,2020-03-28,6:00 PM,Andaman and Nicobar Islands,6,0,0,0,6
421,422,2020-03-28,6:00 PM,Bihar,9,0,0,1,9
422,423,2020-03-28,6:00 PM,Chandigarh,8,0,0,0,8
423,424,2020-03-28,6:00 PM,Chhattisgarh,6,0,0,0,6
424,425,2020-03-28,6:00 PM,Delhi,38,1,6,1,39
425,426,2020-03-28,6:00 PM,Goa,3,0,0,0,3
426,427,2020-03-28,6:00 PM,Gujarat,44,1,0,3,45
427,428,2020-03-28,6:00 PM,Haryana,19,14,12,0,33
428,429,2020-03-28,6:00 PM,Himachal Pradesh,3,0,0,1,3
429,430,2020-03-28,6:00 PM,Jammu and Kashmir,20,0,1,1,20
430,431,2020-03-28,6:00 PM,Karnataka,55,0,3,2,55
431,432,2020-03-28,6:00 PM,Kerala,168,8,11,0,176
432,433,2020-03-28,6:00 PM,Ladakh,13,0,3,0,13
433,434,2020-03-28,6:00 PM,Madhya Pradesh,30,0,0,2,30
434,435,2020-03-28,6:00 PM,Maharashtra,177,3,25,5,180
435,436,2020-03-28,6:00 PM,Manipur,1,0,0,0,1
436,437,2020-03-28,6:00 PM,Mizoram,1,0,0,0,1
437,438,2020-03-28,6:00 PM,Odisha,3,0,0,0,3
438,439,2020-03-28,6:00 PM,Puducherry,1,0,0,0,1
439,440,2020-03-28,6:00 PM,Punjab,38,0,1,1,38
440,441,2020-03-28,6:00 PM,Rajasthan,52,2,3,0,54
441,442,2020-03-28,6:00 PM,Tamil Nadu,34,6,2,1,40
442,443,2020-03-28,6:00 PM,Telengana,46,10,1,0,56
443,444,2020-03-28,6:00 PM,Uttarakhand,4,1,0,0,5
444,445,2020-03-28,6:00 PM,Uttar Pradesh,54,1,11,0,55
445,446,2020-03-28,6:00 PM,West Bengal,15,0,0,1,15
446,447,2020-03-29,7:30 PM,Andhra Pradesh,-,-,1,0,19
447,448,2020-03-29,7:30 PM,Andaman and Nicobar Islands,-,-,0,0,9
448,449,2020-03-29,7:30 PM,Bihar,-,-,0,1,11
449,450,2020-03-29,7:30 PM,Chandigarh,-,-,0,0,8
450,451,2020-03-29,7:30 PM,Chhattisgarh,-,-,0,0,7
451,452,2020-03-29,7:30 PM,Delhi,-,-,6,2,49
452,453,2020-03-29,7:30 PM,Goa,-,-,0,0,5
453,454,2020-03-29,7:30 PM,Gujarat,-,-,1,5,58
454,455,2020-03-29,7:30 PM,Haryana,-,-,17,0,33
455,456,2020-03-29,7:30 PM,Himachal Pradesh,-,-,0,1,3
456,457,2020-03-29,7:30 PM,Jammu and Kashmir,-,-,1,2,31
457,458,2020-03-29,7:30 PM,Karnataka,-,-,5,3,76
458,459,2020-03-29,7:30 PM,Kerala,-,-,15,1,182
459,460,2020-03-29,7:30 PM,Ladakh,-,-,3,0,13
460,461,2020-03-29,7:30 PM,Madhya Pradesh,-,-,0,2,30
461,462,2020-03-29,7:30 PM,Maharashtra,-,-,25,6,186
462,463,2020-03-29,7:30 PM,Manipur,-,-,0,0,1
463,464,2020-03-29,7:30 PM,Mizoram,-,-,0,0,1
464,465,2020-03-29,7:30 PM,Odisha,-,-,0,0,3
465,466,2020-03-29,7:30 PM,Puducherry,-,-,0,0,1
466,467,2020-03-29,7:30 PM,Punjab,-,-,1,1,38
467,468,2020-03-29,7:30 PM,Rajasthan,-,-,3,0,55
468,469,2020-03-29,7:30 PM,Tamil Nadu,-,-,4,1,49
469,470,2020-03-29,7:30 PM,Telengana,-,-,1,1,66
470,471,2020-03-29,7:30 PM,Uttarakhand,-,-,2,0,7
471,472,2020-03-29,7:30 PM,Uttar Pradesh,-,-,11,0,65
472,473,2020-03-29,7:30 PM,West Bengal,-,-,0,1,18
473,474,2020-03-30,9:30 PM,Andhra Pradesh,-,-,1,0,23
474,475,2020-03-30,9:30 PM,Andaman and Nicobar Islands,-,-,0,0,9
475,476,2020-03-30,9:30 PM,Bihar,-,-,0,1,15
476,477,2020-03-30,9:30 PM,Chandigarh,-,-,0,0,8
477,478,2020-03-30,9:30 PM,Chhattisgarh,-,-,0,0,7
478,479,2020-03-30,9:30 PM,Delhi,-,-,6,2,87
479,480,2020-03-30,9:30 PM,Goa,-,-,0,0,5
480,481,2020-03-30,9:30 PM,Gujarat,-,-,1,6,69
481,482,2020-03-30,9:30 PM,Haryana,-,-,18,0,36
482,483,2020-03-30,9:30 PM,Himachal Pradesh,-,-,0,1,3
483,484,2020-03-30,9:30 PM,Jammu and Kashmir,-,-,2,2,48
484,485,2020-03-30,9:30 PM,Karnataka,-,-,5,3,83
485,486,2020-03-30,9:30 PM,Kerala,-,-,19,1,202
486,487,2020-03-30,9:30 PM,Ladakh,-,-,3,0,13
487,488,2020-03-30,9:30 PM,Madhya Pradesh,-,-,0,3,47
488,489,2020-03-30,9:30 PM,Maharashtra,-,-,25,8,198
489,490,2020-03-30,9:30 PM,Manipur,-,-,0,0,1
490,491,2020-03-30,9:30 PM,Mizoram,-,-,0,0,1
491,492,2020-03-30,9:30 PM,Odisha,-,-,0,0,3
492,493,2020-03-30,9:30 PM,Puducherry,-,-,0,0,1
493,494,2020-03-30,9:30 PM,Punjab,-,-,1,1,38
494,495,2020-03-30,9:30 PM,Rajasthan,-,-,3,0,59
495,496,2020-03-30,9:30 PM,Tamil Nadu,-,-,4,1,67
496,497,2020-03-30,9:30 PM,Telengana,-,-,1,1,71
497,498,2020-03-30,9:30 PM,Uttarakhand,-,-,2,0,7
498,499,2020-03-30,9:30 PM,Uttar Pradesh,-,-,11,0,82
499,500,2020-03-30,9:30 PM,West Bengal,-,-,0,1,22
500,501,2020-03-30,9:30 PM,Unassigned,-,-,0,0,46
501,502,2020-03-31,8:30 PM,Andhra Pradesh,-,-,1,0,40
502,503,2020-03-31,8:30 PM,Andaman and Nicobar Islands,-,-,0,0,10
503,504,2020-03-31,8:30 PM,Bihar,-,-,0,1,15
504,505,2020-03-31,8:30 PM,Chandigarh,-,-,0,0,13
505,506,2020-03-31,8:30 PM,Chhattisgarh,-,-,0,0,8
506,507,2020-03-31,8:30 PM,Delhi,-,-,6,2,97
507,508,2020-03-31,8:30 PM,Goa,-,-,0,0,5
508,509,2020-03-31,8:30 PM,Gujarat,-,-,3,6,73
509,510,2020-03-31,8:30 PM,Haryana,-,-,21,0,40
510,511,2020-03-31,8:30 PM,Himachal Pradesh,-,-,0,1,3
511,512,2020-03-31,8:30 PM,Jammu and Kashmir,-,-,2,2,54
512,513,2020-03-31,8:30 PM,Karnataka,-,-,5,3,83
513,514,2020-03-31,8:30 PM,Kerala,-,-,19,1,234
514,515,2020-03-31,8:30 PM,Ladakh,-,-,3,0,13
515,516,2020-03-31,8:30 PM,Madhya Pradesh,-,-,0,3,47
516,517,2020-03-31,8:30 PM,Maharashtra,-,-,39,9,216
517,518,2020-03-31,8:30 PM,Manipur,-,-,0,0,1
518,519,2020-03-31,8:30 PM,Mizoram,-,-,0,0,1
519,520,2020-03-31,8:30 PM,Odisha,-,-,0,0,3
520,521,2020-03-31,8:30 PM,Puducherry,-,-,0,0,1
521,522,2020-03-31,8:30 PM,Punjab,-,-,1,3,41
522,523,2020-03-31,8:30 PM,Rajasthan,-,-,3,0,74
523,524,2020-03-31,8:30 PM,Tamil Nadu,-,-,4,1,74
524,525,2020-03-31,8:30 PM,Telengana,-,-,1,1,79
525,526,2020-03-31,8:30 PM,Uttarakhand,-,-,2,0,7
526,527,2020-03-31,8:30 PM,Uttar Pradesh,-,-,14,0,101
527,528,2020-03-31,8:30 PM,West Bengal,-,-,0,2,26
528,529,2020-03-31,8:30 PM,Unassigned,-,-,0,0,38
529,530,2020-04-01,7:30 PM,Andhra Pradesh,-,-,1,0,83
530,531,2020-04-01,7:30 PM,Andaman and Nicobar Islands,-,-,0,0,10
531,532,2020-04-01,7:30 PM,Assam,-,-,0,0,1
532,533,2020-04-01,7:30 PM,Bihar,-,-,0,1,23
533,534,2020-04-01,7:30 PM,Chandigarh,-,-,0,0,16
534,535,2020-04-01,7:30 PM,Chhattisgarh,-,-,2,0,9
535,536,2020-04-01,7:30 PM,Delhi,-,-,6,2,152
536,537,2020-04-01,7:30 PM,Goa,-,-,0,0,5
537,538,2020-04-01,7:30 PM,Gujarat,-,-,5,6,82
538,539,2020-04-01,7:30 PM,Haryana,-,-,21,0,43
539,540,2020-04-01,7:30 PM,Himachal Pradesh,-,-,0,1,3
540,541,2020-04-01,7:30 PM,Jammu and Kashmir,-,-,2,2,62
541,542,2020-04-01,7:30 PM,Jharkhand,-,-,0,0,1
542,543,2020-04-01,7:30 PM,Karnataka,-,-,8,3,101
543,544,2020-04-01,7:30 PM,Kerala,-,-,23,2,241
544,545,2020-04-01,7:30 PM,Ladakh,-,-,3,0,13
545,546,2020-04-01,7:30 PM,Madhya Pradesh,-,-,0,3,66
546,547,2020-04-01,7:30 PM,Maharashtra,-,-,39,9,302
547,548,2020-04-01,7:30 PM,Manipur,-,-,0,0,1
548,549,2020-04-01,7:30 PM,Mizoram,-,-,0,0,1
549,550,2020-04-01,7:30 PM,Odisha,-,-,0,0,4
550,551,2020-04-01,7:30 PM,Puducherry,-,-,1,0,3
551,552,2020-04-01,7:30 PM,Punjab,-,-,1,3,42
552,553,2020-04-01,7:30 PM,Rajasthan,-,-,3,0,93
553,554,2020-04-01,7:30 PM,Tamil Nadu,-,-,6,1,234
554,555,2020-04-01,7:30 PM,Telengana,-,-,1,3,96
555,556,2020-04-01,7:30 PM,Uttarakhand,-,-,2,0,7
556,557,2020-04-01,7:30 PM,Uttar Pradesh,-,-,14,2,103
557,558,2020-04-01,7:30 PM,West Bengal,-,-,6,3,37
558,559,2020-04-02,6:00 PM,Andhra Pradesh,-,-,1,1,86
559,560,2020-04-02,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
560,561,2020-04-02,6:00 PM,Assam,-,-,0,0,5
561,562,2020-04-02,6:00 PM,Bihar,-,-,0,1,24
562,563,2020-04-02,6:00 PM,Chandigarh,-,-,0,0,16
563,564,2020-04-02,6:00 PM,Chhattisgarh,-,-,2,0,9
564,565,2020-04-02,6:00 PM,Delhi,-,-,8,4,219
565,566,2020-04-02,6:00 PM,Goa,-,-,0,0,5
566,567,2020-04-02,6:00 PM,Gujarat,-,-,8,7,87
567,568,2020-04-02,6:00 PM,Haryana,-,-,21,0,43
568,569,2020-04-02,6:00 PM,Himachal Pradesh,-,-,1,1,3
569,570,2020-04-02,6:00 PM,Jammu and Kashmir,-,-,2,2,62
570,571,2020-04-02,6:00 PM,Jharkhand,-,-,0,0,1
571,572,2020-04-02,6:00 PM,Karnataka,-,-,9,3,110
572,573,2020-04-02,6:00 PM,Kerala,-,-,25,2,265
573,574,2020-04-02,6:00 PM,Ladakh,-,-,3,0,13
574,575,2020-04-02,6:00 PM,Madhya Pradesh,-,-,0,6,99
575,576,2020-04-02,6:00 PM,Maharashtra,-,-,42,13,335
576,577,2020-04-02,6:00 PM,Manipur,-,-,0,0,1
577,578,2020-04-02,6:00 PM,Mizoram,-,-,0,0,1
578,579,2020-04-02,6:00 PM,Odisha,-,-,0,0,4
579,580,2020-04-02,6:00 PM,Puducherry,-,-,1,0,3
580,581,2020-04-02,6:00 PM,Punjab,-,-,1,4,46
581,582,2020-04-02,6:00 PM,Rajasthan,-,-,3,0,108
582,583,2020-04-02,6:00 PM,Tamil Nadu,-,-,6,1,234
583,584,2020-04-02,6:00 PM,Telengana,-,-,1,3,107
584,585,2020-04-02,6:00 PM,Uttarakhand,-,-,2,0,7
585,586,2020-04-02,6:00 PM,Uttar Pradesh,-,-,14,2,113
586,587,2020-04-02,6:00 PM,West Bengal,-,-,6,3,53
587,588,2020-04-03,6:00 PM,Andhra Pradesh,-,-,1,1,132
588,589,2020-04-03,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
589,590,2020-04-03,6:00 PM,Arunachal Pradesh,-,-,0,0,1
590,591,2020-04-03,6:00 PM,Assam,-,-,0,0,16
591,592,2020-04-03,6:00 PM,Bihar,-,-,0,1,29
592,593,2020-04-03,6:00 PM,Chandigarh,-,-,0,0,18
593,594,2020-04-03,6:00 PM,Chhattisgarh,-,-,3,0,9
594,595,2020-04-03,6:00 PM,Delhi,-,-,8,4,219
595,596,2020-04-03,6:00 PM,Goa,-,-,0,0,6
596,597,2020-04-03,6:00 PM,Gujarat,-,-,10,8,95
597,598,2020-04-03,6:00 PM,Haryana,-,-,24,0,49
598,599,2020-04-03,6:00 PM,Himachal Pradesh,-,-,1,1,6
599,600,2020-04-03,6:00 PM,Jammu and Kashmir,-,-,3,2,75
600,601,2020-04-03,6:00 PM,Jharkhand,-,-,0,0,2
601,602,2020-04-03,6:00 PM,Karnataka,-,-,10,3,124
602,603,2020-04-03,6:00 PM,Kerala,-,-,27,2,286
603,604,2020-04-03,6:00 PM,Ladakh,-,-,3,0,14
604,605,2020-04-03,6:00 PM,Madhya Pradesh,-,-,0,6,104
605,606,2020-04-03,6:00 PM,Maharashtra,-,-,42,16,335
606,607,2020-04-03,6:00 PM,Manipur,-,-,0,0,2
607,608,2020-04-03,6:00 PM,Mizoram,-,-,0,0,1
608,609,2020-04-03,6:00 PM,Odisha,-,-,0,0,5
609,610,2020-04-03,6:00 PM,Puducherry,-,-,1,0,5
610,611,2020-04-03,6:00 PM,Punjab,-,-,1,5,48
611,612,2020-04-03,6:00 PM,Rajasthan,-,-,3,0,167
612,613,2020-04-03,6:00 PM,Tamil Nadu,-,-,6,1,309
613,614,2020-04-03,6:00 PM,Telengana,-,-,1,7,158
614,615,2020-04-03,6:00 PM,Uttarakhand,-,-,2,0,10
615,616,2020-04-03,6:00 PM,Uttar Pradesh,-,-,14,2,172
616,617,2020-04-03,6:00 PM,West Bengal,-,-,3,3,63
617,618,2020-04-03,6:00 PM,Unassigned,-,-,0,0,77
618,619,2020-04-04,6:00 PM,Andhra Pradesh,-,-,1,1,161
619,620,2020-04-04,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
620,621,2020-04-04,6:00 PM,Arunachal Pradesh,-,-,0,0,1
621,622,2020-04-04,6:00 PM,Assam,-,-,0,0,24
622,623,2020-04-04,6:00 PM,Bihar,-,-,0,1,30
623,624,2020-04-04,6:00 PM,Chandigarh,-,-,0,0,18
624,625,2020-04-04,6:00 PM,Chhattisgarh,-,-,3,0,9
625,626,2020-04-04,6:00 PM,Delhi,-,-,15,6,445
626,627,2020-04-04,6:00 PM,Goa,-,-,0,0,7
627,628,2020-04-04,6:00 PM,Gujarat,-,-,14,10,105
628,629,2020-04-04,6:00 PM,Haryana,-,-,24,0,49
629,630,2020-04-04,6:00 PM,Himachal Pradesh,-,-,1,1,6
630,631,2020-04-04,6:00 PM,Jammu and Kashmir,-,-,3,2,75
631,632,2020-04-04,6:00 PM,Jharkhand,-,-,0,0,2
632,633,2020-04-04,6:00 PM,Karnataka,-,-,12,3,128
633,634,2020-04-04,6:00 PM,Kerala,-,-,41,2,295
634,635,2020-04-04,6:00 PM,Ladakh,-,-,3,0,14
635,636,2020-04-04,6:00 PM,Madhya Pradesh,-,-,0,6,104
636,637,2020-04-04,6:00 PM,Maharashtra,-,-,42,24,490
637,638,2020-04-04,6:00 PM,Manipur,-,-,0,0,2
638,639,2020-04-04,6:00 PM,Mizoram,-,-,0,0,1
639,640,2020-04-04,6:00 PM,Odisha,-,-,0,0,5
640,641,2020-04-04,6:00 PM,Puducherry,-,-,1,0,5
641,642,2020-04-04,6:00 PM,Punjab,-,-,1,5,57
642,643,2020-04-04,6:00 PM,Rajasthan,-,-,21,0,200
643,644,2020-04-04,6:00 PM,Tamil Nadu,-,-,6,2,411
644,645,2020-04-04,6:00 PM,Telengana,-,-,1,7,159
645,646,2020-04-04,6:00 PM,Uttarakhand,-,-,2,0,16
646,647,2020-04-04,6:00 PM,Uttar Pradesh,-,-,19,2,174
647,648,2020-04-04,6:00 PM,West Bengal,-,-,3,3,69
648,649,2020-04-05,6:00 PM,Andhra Pradesh,-,-,1,1,190
649,650,2020-04-05,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
650,651,2020-04-05,6:00 PM,Arunachal Pradesh,-,-,0,0,1
651,652,2020-04-05,6:00 PM,Assam,-,-,0,0,26
652,653,2020-04-05,6:00 PM,Bihar,-,-,0,1,30
653,654,2020-04-05,6:00 PM,Chandigarh,-,-,0,0,18
654,655,2020-04-05,6:00 PM,Chhattisgarh,-,-,3,0,9
655,656,2020-04-05,6:00 PM,Delhi,-,-,18,7,503
656,657,2020-04-05,6:00 PM,Goa,-,-,0,0,7
657,658,2020-04-05,6:00 PM,Gujarat,-,-,18,11,122
658,659,2020-04-05,6:00 PM,Haryana,-,-,25,1,59
659,660,2020-04-05,6:00 PM,Himachal Pradesh,-,-,1,1,6
660,661,2020-04-05,6:00 PM,Jammu and Kashmir,-,-,4,2,106
661,662,2020-04-05,6:00 PM,Jharkhand,-,-,0,0,3
662,663,2020-04-05,6:00 PM,Karnataka,-,-,12,4,144
663,664,2020-04-05,6:00 PM,Kerala,-,-,49,2,306
664,665,2020-04-05,6:00 PM,Ladakh,-,-,10,0,14
665,666,2020-04-05,6:00 PM,Madhya Pradesh,-,-,0,9,165
666,667,2020-04-05,6:00 PM,Maharashtra,-,-,42,24,490
667,668,2020-04-05,6:00 PM,Manipur,-,-,0,0,2
668,669,2020-04-05,6:00 PM,Mizoram,-,-,0,0,1
669,670,2020-04-05,6:00 PM,Odisha,-,-,0,0,20
670,671,2020-04-05,6:00 PM,Puducherry,-,-,1,0,5
671,672,2020-04-05,6:00 PM,Punjab,-,-,1,5,57
672,673,2020-04-05,6:00 PM,Rajasthan,-,-,21,0,200
673,674,2020-04-05,6:00 PM,Tamil Nadu,-,-,6,3,485
674,675,2020-04-05,6:00 PM,Telengana,-,-,32,7,269
675,676,2020-04-05,6:00 PM,Uttarakhand,-,-,2,0,22
676,677,2020-04-05,6:00 PM,Uttar Pradesh,-,-,19,2,227
677,678,2020-04-05,6:00 PM,West Bengal,-,-,10,3,80
678,679,2020-04-06,6:00 PM,Andhra Pradesh,-,-,1,3,226
679,680,2020-04-06,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
